Country,MetricYear,Value,Organism,Drug
Iceland,N_2015,12.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Norway,N_2015,230.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Cyprus,N_2015,43.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Denmark,N_2015,441.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Sweden,N_2015,386.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Netherlands,N_2015,502.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Luxembourg,N_2015,28.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,N_2015,501.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Belgium,N_2015,260.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Finland,N_2015,341.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Ireland,N_2015,195.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Austria,N_2015,680.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovenia,N_2015,141.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Germany,N_2015,941.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Portugal,N_2015,1186.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
France,N_2015,1940.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Malta,N_2015,25.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Spain,N_2015,874.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Latvia,N_2015,13.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Czech Republic,N_2015,464.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Italy,N_2015,1082.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Hungary,N_2015,770.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,N_2015,41.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Croatia,N_2015,257.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Greece,N_2015,666.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,N_2015,55.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Poland,N_2015,260.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,N_2015,270.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Estonia,%R_2015,0.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Iceland,%R_2015,0.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Norway,%R_2015,1.3,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Cyprus,%R_2015,2.3,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Denmark,%R_2015,2.3,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Sweden,%R_2015,2.6,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Netherlands,%R_2015,2.8,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Luxembourg,%R_2015,3.6,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,%R_2015,3.8,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Belgium,%R_2015,4.6,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Finland,%R_2015,4.7,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Ireland,%R_2015,5.1,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Austria,%R_2015,6.8,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovenia,%R_2015,7.1,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Germany,%R_2015,8.2,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Portugal,%R_2015,11.8,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
France,%R_2015,12.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Malta,%R_2015,12.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Spain,%R_2015,14.2,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Latvia,%R_2015,15.4,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Czech Republic,%R_2015,19.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Italy,%R_2015,20.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Hungary,%R_2015,20.9,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,%R_2015,24.4,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Croatia,%R_2015,28.0,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Greece,%R_2015,28.4,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,%R_2015,29.1,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Poland,%R_2015,29.6,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,%R_2015,40.7,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Iceland,N_2012,58.0,Staphylococcus aureus,meticillin
Sweden,N_2012,3263.0,Staphylococcus aureus,meticillin
Norway,N_2012,1430.0,Staphylococcus aureus,meticillin
Netherlands,N_2012,1944.0,Staphylococcus aureus,meticillin
Denmark,N_2012,1431.0,Staphylococcus aureus,meticillin
Finland,N_2012,1409.0,Staphylococcus aureus,meticillin
Estonia,N_2012,104.0,Staphylococcus aureus,meticillin
Latvia,N_2012,211.0,Staphylococcus aureus,meticillin
Austria,N_2012,2164.0,Staphylococcus aureus,meticillin
Lithuania,N_2012,323.0,Staphylococcus aureus,meticillin
Luxembourg,N_2012,131.0,Staphylococcus aureus,meticillin
Slovenia,N_2012,445.0,Staphylococcus aureus,meticillin
United Kingdom,N_2012,2676.0,Staphylococcus aureus,meticillin
Germany,N_2012,2563.0,Staphylococcus aureus,meticillin
Belgium,N_2012,1568.0,Staphylococcus aureus,meticillin
Bulgaria,N_2012,227.0,Staphylococcus aureus,meticillin
Czech Republic,N_2012,1611.0,Staphylococcus aureus,meticillin
France,N_2012,5228.0,Staphylococcus aureus,meticillin
Poland,N_2012,783.0,Staphylococcus aureus,meticillin
Ireland,N_2012,1038.0,Staphylococcus aureus,meticillin
Croatia,N_2012,403.0,Staphylococcus aureus,meticillin
Hungary,N_2012,1143.0,Staphylococcus aureus,meticillin
Spain,N_2012,1899.0,Staphylococcus aureus,meticillin
Slovakia,N_2012,474.0,Staphylococcus aureus,meticillin
Italy,N_2012,1636.0,Staphylococcus aureus,meticillin
Greece,N_2012,876.0,Staphylococcus aureus,meticillin
Cyprus,N_2012,165.0,Staphylococcus aureus,meticillin
Portugal,N_2012,1455.0,Staphylococcus aureus,meticillin
Malta,N_2012,102.0,Staphylococcus aureus,meticillin
Iceland,%R_2012,1.7,Staphylococcus aureus,meticillin
Sweden,%R_2012,0.7,Staphylococcus aureus,meticillin
Norway,%R_2012,1.3,Staphylococcus aureus,meticillin
Netherlands,%R_2012,1.3,Staphylococcus aureus,meticillin
Denmark,%R_2012,1.3,Staphylococcus aureus,meticillin
Finland,%R_2012,2.1,Staphylococcus aureus,meticillin
Estonia,%R_2012,7.7,Staphylococcus aureus,meticillin
Latvia,%R_2012,9.0,Staphylococcus aureus,meticillin
Austria,%R_2012,7.7,Staphylococcus aureus,meticillin
Lithuania,%R_2012,10.2,Staphylococcus aureus,meticillin
Luxembourg,%R_2012,15.3,Staphylococcus aureus,meticillin
Slovenia,%R_2012,10.3,Staphylococcus aureus,meticillin
United Kingdom,%R_2012,14.0,Staphylococcus aureus,meticillin
Germany,%R_2012,15.4,Staphylococcus aureus,meticillin
Belgium,%R_2012,16.6,Staphylococcus aureus,meticillin
Bulgaria,%R_2012,19.8,Staphylococcus aureus,meticillin
Czech Republic,%R_2012,13.0,Staphylococcus aureus,meticillin
France,%R_2012,19.2,Staphylococcus aureus,meticillin
Poland,%R_2012,25.4,Staphylococcus aureus,meticillin
Ireland,%R_2012,22.6,Staphylococcus aureus,meticillin
Croatia,%R_2012,21.3,Staphylococcus aureus,meticillin
Hungary,%R_2012,24.8,Staphylococcus aureus,meticillin
Spain,%R_2012,24.2,Staphylococcus aureus,meticillin
Slovakia,%R_2012,21.7,Staphylococcus aureus,meticillin
Italy,%R_2012,35.2,Staphylococcus aureus,meticillin
Greece,%R_2012,41.0,Staphylococcus aureus,meticillin
Cyprus,%R_2012,35.2,Staphylococcus aureus,meticillin
Portugal,%R_2012,53.8,Staphylococcus aureus,meticillin
Malta,%R_2012,47.1,Staphylococcus aureus,meticillin
Iceland,N_2013,69.0,Staphylococcus aureus,meticillin
Sweden,N_2013,4099.0,Staphylococcus aureus,meticillin
Norway,N_2013,1473.0,Staphylococcus aureus,meticillin
Netherlands,N_2013,2062.0,Staphylococcus aureus,meticillin
Denmark,N_2013,1685.0,Staphylococcus aureus,meticillin
Finland,N_2013,1580.0,Staphylococcus aureus,meticillin
Estonia,N_2013,170.0,Staphylococcus aureus,meticillin
Latvia,N_2013,172.0,Staphylococcus aureus,meticillin
Austria,N_2013,2534.0,Staphylococcus aureus,meticillin
Lithuania,N_2013,267.0,Staphylococcus aureus,meticillin
Luxembourg,N_2013,135.0,Staphylococcus aureus,meticillin
Slovenia,N_2013,465.0,Staphylococcus aureus,meticillin
United Kingdom,N_2013,2117.0,Staphylococcus aureus,meticillin
Germany,N_2013,3128.0,Staphylococcus aureus,meticillin
Belgium,N_2013,1612.0,Staphylococcus aureus,meticillin
Bulgaria,N_2013,214.0,Staphylococcus aureus,meticillin
Czech Republic,N_2013,1707.0,Staphylococcus aureus,meticillin
France,N_2013,5431.0,Staphylococcus aureus,meticillin
Poland,N_2013,743.0,Staphylococcus aureus,meticillin
Ireland,N_2013,1069.0,Staphylococcus aureus,meticillin
Croatia,N_2013,520.0,Staphylococcus aureus,meticillin
Hungary,N_2013,1200.0,Staphylococcus aureus,meticillin
Spain,N_2013,1777.0,Staphylococcus aureus,meticillin
Slovakia,N_2013,552.0,Staphylococcus aureus,meticillin
Italy,N_2013,2394.0,Staphylococcus aureus,meticillin
Greece,N_2013,757.0,Staphylococcus aureus,meticillin
Cyprus,N_2013,157.0,Staphylococcus aureus,meticillin
Portugal,N_2013,2390.0,Staphylococcus aureus,meticillin
Malta,N_2013,114.0,Staphylococcus aureus,meticillin
Iceland,%R_2013,0.0,Staphylococcus aureus,meticillin
Sweden,%R_2013,1.0,Staphylococcus aureus,meticillin
Norway,%R_2013,0.7,Staphylococcus aureus,meticillin
Netherlands,%R_2013,1.2,Staphylococcus aureus,meticillin
Denmark,%R_2013,1.7,Staphylococcus aureus,meticillin
Finland,%R_2013,1.8,Staphylococcus aureus,meticillin
Estonia,%R_2013,3.5,Staphylococcus aureus,meticillin
Latvia,%R_2013,7.0,Staphylococcus aureus,meticillin
Austria,%R_2013,9.2,Staphylococcus aureus,meticillin
Lithuania,%R_2013,9.7,Staphylococcus aureus,meticillin
Luxembourg,%R_2013,8.9,Staphylococcus aureus,meticillin
Slovenia,%R_2013,9.0,Staphylococcus aureus,meticillin
United Kingdom,%R_2013,13.7,Staphylococcus aureus,meticillin
Germany,%R_2013,12.8,Staphylococcus aureus,meticillin
Belgium,%R_2013,16.9,Staphylococcus aureus,meticillin
Bulgaria,%R_2013,19.2,Staphylococcus aureus,meticillin
Czech Republic,%R_2013,13.2,Staphylococcus aureus,meticillin
France,%R_2013,17.1,Staphylococcus aureus,meticillin
Poland,%R_2013,16.0,Staphylococcus aureus,meticillin
Ireland,%R_2013,19.9,Staphylococcus aureus,meticillin
Croatia,%R_2013,24.0,Staphylococcus aureus,meticillin
Hungary,%R_2013,24.0,Staphylococcus aureus,meticillin
Spain,%R_2013,22.6,Staphylococcus aureus,meticillin
Slovakia,%R_2013,26.6,Staphylococcus aureus,meticillin
Italy,%R_2013,35.8,Staphylococcus aureus,meticillin
Greece,%R_2013,40.3,Staphylococcus aureus,meticillin
Cyprus,%R_2013,32.5,Staphylococcus aureus,meticillin
Portugal,%R_2013,46.8,Staphylococcus aureus,meticillin
Malta,%R_2013,51.8,Staphylococcus aureus,meticillin
Iceland,N_2014,61.0,Staphylococcus aureus,meticillin
Sweden,N_2014,2745.0,Staphylococcus aureus,meticillin
Norway,N_2014,1544.0,Staphylococcus aureus,meticillin
Netherlands,N_2014,2524.0,Staphylococcus aureus,meticillin
Denmark,N_2014,1874.0,Staphylococcus aureus,meticillin
Finland,N_2014,1831.0,Staphylococcus aureus,meticillin
Estonia,N_2014,223.0,Staphylococcus aureus,meticillin
Latvia,N_2014,220.0,Staphylococcus aureus,meticillin
Austria,N_2014,2651.0,Staphylococcus aureus,meticillin
Lithuania,N_2014,383.0,Staphylococcus aureus,meticillin
Luxembourg,N_2014,125.0,Staphylococcus aureus,meticillin
Slovenia,N_2014,495.0,Staphylococcus aureus,meticillin
United Kingdom,N_2014,2400.0,Staphylococcus aureus,meticillin
Germany,N_2014,3146.0,Staphylococcus aureus,meticillin
Belgium,N_2014,988.0,Staphylococcus aureus,meticillin
Bulgaria,N_2014,216.0,Staphylococcus aureus,meticillin
Czech Republic,N_2014,1695.0,Staphylococcus aureus,meticillin
France,N_2014,5484.0,Staphylococcus aureus,meticillin
Poland,N_2014,490.0,Staphylococcus aureus,meticillin
Ireland,N_2014,1075.0,Staphylococcus aureus,meticillin
Croatia,N_2014,484.0,Staphylococcus aureus,meticillin
Hungary,N_2014,1279.0,Staphylococcus aureus,meticillin
Spain,N_2014,1920.0,Staphylococcus aureus,meticillin
Slovakia,N_2014,640.0,Staphylococcus aureus,meticillin
Italy,N_2014,2134.0,Staphylococcus aureus,meticillin
Greece,N_2014,556.0,Staphylococcus aureus,meticillin
Cyprus,N_2014,136.0,Staphylococcus aureus,meticillin
Portugal,N_2014,3193.0,Staphylococcus aureus,meticillin
Malta,N_2014,82.0,Staphylococcus aureus,meticillin
Iceland,%R_2014,3.3,Staphylococcus aureus,meticillin
Sweden,%R_2014,1.0,Staphylococcus aureus,meticillin
Norway,%R_2014,1.0,Staphylococcus aureus,meticillin
Netherlands,%R_2014,1.0,Staphylococcus aureus,meticillin
Denmark,%R_2014,2.5,Staphylococcus aureus,meticillin
Finland,%R_2014,2.6,Staphylococcus aureus,meticillin
Estonia,%R_2014,3.1,Staphylococcus aureus,meticillin
Latvia,%R_2014,8.2,Staphylococcus aureus,meticillin
Austria,%R_2014,7.8,Staphylococcus aureus,meticillin
Lithuania,%R_2014,7.8,Staphylococcus aureus,meticillin
Luxembourg,%R_2014,12.0,Staphylococcus aureus,meticillin
Slovenia,%R_2014,13.1,Staphylococcus aureus,meticillin
United Kingdom,%R_2014,11.3,Staphylococcus aureus,meticillin
Germany,%R_2014,12.9,Staphylococcus aureus,meticillin
Belgium,%R_2014,13.5,Staphylococcus aureus,meticillin
Bulgaria,%R_2014,20.8,Staphylococcus aureus,meticillin
Czech Republic,%R_2014,13.0,Staphylococcus aureus,meticillin
France,%R_2014,17.4,Staphylococcus aureus,meticillin
Poland,%R_2014,20.6,Staphylococcus aureus,meticillin
Ireland,%R_2014,19.4,Staphylococcus aureus,meticillin
Croatia,%R_2014,21.3,Staphylococcus aureus,meticillin
Hungary,%R_2014,23.1,Staphylococcus aureus,meticillin
Spain,%R_2014,22.1,Staphylococcus aureus,meticillin
Slovakia,%R_2014,28.0,Staphylococcus aureus,meticillin
Italy,%R_2014,33.6,Staphylococcus aureus,meticillin
Greece,%R_2014,37.1,Staphylococcus aureus,meticillin
Cyprus,%R_2014,36.0,Staphylococcus aureus,meticillin
Portugal,%R_2014,47.4,Staphylococcus aureus,meticillin
Malta,%R_2014,42.7,Staphylococcus aureus,meticillin
Iceland,N_2015,88.0,Staphylococcus aureus,meticillin
Sweden,N_2015,3124.0,Staphylococcus aureus,meticillin
Norway,N_2015,1453.0,Staphylococcus aureus,meticillin
Netherlands,N_2015,2107.0,Staphylococcus aureus,meticillin
Denmark,N_2015,1876.0,Staphylococcus aureus,meticillin
Finland,N_2015,2070.0,Staphylococcus aureus,meticillin
Estonia,N_2015,151.0,Staphylococcus aureus,meticillin
Latvia,N_2015,251.0,Staphylococcus aureus,meticillin
Austria,N_2015,2785.0,Staphylococcus aureus,meticillin
Lithuania,N_2015,376.0,Staphylococcus aureus,meticillin
Luxembourg,N_2015,135.0,Staphylococcus aureus,meticillin
Slovenia,N_2015,513.0,Staphylococcus aureus,meticillin
United Kingdom,N_2015,2757.0,Staphylococcus aureus,meticillin
Germany,N_2015,4871.0,Staphylococcus aureus,meticillin
Belgium,N_2015,913.0,Staphylococcus aureus,meticillin
Bulgaria,N_2015,222.0,Staphylococcus aureus,meticillin
Czech Republic,N_2015,1806.0,Staphylococcus aureus,meticillin
France,N_2015,5535.0,Staphylococcus aureus,meticillin
Poland,N_2015,958.0,Staphylococcus aureus,meticillin
Ireland,N_2015,1057.0,Staphylococcus aureus,meticillin
Croatia,N_2015,486.0,Staphylococcus aureus,meticillin
Hungary,N_2015,1517.0,Staphylococcus aureus,meticillin
Spain,N_2015,1970.0,Staphylococcus aureus,meticillin
Slovakia,N_2015,583.0,Staphylococcus aureus,meticillin
Italy,N_2015,3000.0,Staphylococcus aureus,meticillin
Greece,N_2015,612.0,Staphylococcus aureus,meticillin
Cyprus,N_2015,143.0,Staphylococcus aureus,meticillin
Portugal,N_2015,3619.0,Staphylococcus aureus,meticillin
Malta,N_2015,89.0,Staphylococcus aureus,meticillin
Iceland,%R_2015,0.0,Staphylococcus aureus,meticillin
Sweden,%R_2015,0.8,Staphylococcus aureus,meticillin
Norway,%R_2015,1.2,Staphylococcus aureus,meticillin
Netherlands,%R_2015,1.3,Staphylococcus aureus,meticillin
Denmark,%R_2015,1.6,Staphylococcus aureus,meticillin
Finland,%R_2015,1.9,Staphylococcus aureus,meticillin
Estonia,%R_2015,4.0,Staphylococcus aureus,meticillin
Latvia,%R_2015,5.6,Staphylococcus aureus,meticillin
Austria,%R_2015,7.5,Staphylococcus aureus,meticillin
Lithuania,%R_2015,8.5,Staphylococcus aureus,meticillin
Luxembourg,%R_2015,8.9,Staphylococcus aureus,meticillin
Slovenia,%R_2015,9.2,Staphylococcus aureus,meticillin
United Kingdom,%R_2015,10.8,Staphylococcus aureus,meticillin
Germany,%R_2015,11.2,Staphylococcus aureus,meticillin
Belgium,%R_2015,12.3,Staphylococcus aureus,meticillin
Bulgaria,%R_2015,13.1,Staphylococcus aureus,meticillin
Czech Republic,%R_2015,13.7,Staphylococcus aureus,meticillin
France,%R_2015,15.7,Staphylococcus aureus,meticillin
Poland,%R_2015,15.8,Staphylococcus aureus,meticillin
Ireland,%R_2015,18.1,Staphylococcus aureus,meticillin
Croatia,%R_2015,24.5,Staphylococcus aureus,meticillin
Hungary,%R_2015,24.7,Staphylococcus aureus,meticillin
Spain,%R_2015,25.3,Staphylococcus aureus,meticillin
Slovakia,%R_2015,28.1,Staphylococcus aureus,meticillin
Italy,%R_2015,34.1,Staphylococcus aureus,meticillin
Greece,%R_2015,39.4,Staphylococcus aureus,meticillin
Cyprus,%R_2015,43.4,Staphylococcus aureus,meticillin
Portugal,%R_2015,46.8,Staphylococcus aureus,meticillin
Malta,%R_2015,48.3,Staphylococcus aureus,meticillin
Belgium,N_2012,1658.0,Streptococcus pneumoniae,penicillin
Netherlands,N_2012,1063.0,Streptococcus pneumoniae,penicillin
Estonia,N_2012,53.0,Streptococcus pneumoniae,penicillin
Czech Republic,N_2012,274.0,Streptococcus pneumoniae,penicillin
Luxembourg,N_2012,31.0,Streptococcus pneumoniae,penicillin
Denmark,N_2012,867.0,Streptococcus pneumoniae,penicillin
Norway,N_2012,576.0,Streptococcus pneumoniae,penicillin
Austria,N_2012,291.0,Streptococcus pneumoniae,penicillin
Germany,N_2012,310.0,Streptococcus pneumoniae,penicillin
Sweden,N_2012,997.0,Streptococcus pneumoniae,penicillin
Hungary,N_2012,160.0,Streptococcus pneumoniae,penicillin
United Kingdom,N_2012,1153.0,Streptococcus pneumoniae,penicillin
Latvia,N_2012,64.0,Streptococcus pneumoniae,penicillin
Slovenia,N_2012,251.0,Streptococcus pneumoniae,penicillin
Portugal,N_2012,299.0,Streptococcus pneumoniae,penicillin
Italy,N_2012,141.0,Streptococcus pneumoniae,penicillin
Finland,N_2012,553.0,Streptococcus pneumoniae,penicillin
Lithuania,N_2012,37.0,Streptococcus pneumoniae,penicillin
Ireland,N_2012,319.0,Streptococcus pneumoniae,penicillin
Croatia,N_2012,97.0,Streptococcus pneumoniae,penicillin
Slovakia,N_2012,20.0,Streptococcus pneumoniae,penicillin
Bulgaria,N_2012,21.0,Streptococcus pneumoniae,penicillin
France,N_2012,824.0,Streptococcus pneumoniae,penicillin
Spain,N_2012,604.0,Streptococcus pneumoniae,penicillin
Iceland,N_2012,27.0,Streptococcus pneumoniae,penicillin
Poland,N_2012,121.0,Streptococcus pneumoniae,penicillin
Malta,N_2012,18.0,Streptococcus pneumoniae,penicillin
Cyprus,N_2012,8.0,Streptococcus pneumoniae,penicillin
Belgium,%R_2012,1.5,Streptococcus pneumoniae,penicillin
Netherlands,%R_2012,1.5,Streptococcus pneumoniae,penicillin
Estonia,%R_2012,0.0,Streptococcus pneumoniae,penicillin
Czech Republic,%R_2012,2.9,Streptococcus pneumoniae,penicillin
Luxembourg,%R_2012,3.2,Streptococcus pneumoniae,penicillin
Denmark,%R_2012,5.1,Streptococcus pneumoniae,penicillin
Norway,%R_2012,5.9,Streptococcus pneumoniae,penicillin
Austria,%R_2012,5.2,Streptococcus pneumoniae,penicillin
Germany,%R_2012,5.2,Streptococcus pneumoniae,penicillin
Sweden,%R_2012,5.1,Streptococcus pneumoniae,penicillin
Hungary,%R_2012,10.0,Streptococcus pneumoniae,penicillin
United Kingdom,%R_2012,4.9,Streptococcus pneumoniae,penicillin
Latvia,%R_2012,6.3,Streptococcus pneumoniae,penicillin
Slovenia,%R_2012,10.0,Streptococcus pneumoniae,penicillin
Portugal,%R_2012,8.4,Streptococcus pneumoniae,penicillin
Italy,%R_2012,12.1,Streptococcus pneumoniae,penicillin
Finland,%R_2012,17.0,Streptococcus pneumoniae,penicillin
Lithuania,%R_2012,16.2,Streptococcus pneumoniae,penicillin
Ireland,%R_2012,19.1,Streptococcus pneumoniae,penicillin
Croatia,%R_2012,22.7,Streptococcus pneumoniae,penicillin
Slovakia,%R_2012,5.0,Streptococcus pneumoniae,penicillin
Bulgaria,%R_2012,28.6,Streptococcus pneumoniae,penicillin
France,%R_2012,23.4,Streptococcus pneumoniae,penicillin
Spain,%R_2012,27.0,Streptococcus pneumoniae,penicillin
Iceland,%R_2012,3.7,Streptococcus pneumoniae,penicillin
Poland,%R_2012,23.1,Streptococcus pneumoniae,penicillin
Malta,%R_2012,38.9,Streptococcus pneumoniae,penicillin
Cyprus,%R_2012,,Streptococcus pneumoniae,penicillin
Belgium,N_2013,1536.0,Streptococcus pneumoniae,penicillin
Netherlands,N_2013,1032.0,Streptococcus pneumoniae,penicillin
Estonia,N_2013,78.0,Streptococcus pneumoniae,penicillin
Czech Republic,N_2013,333.0,Streptococcus pneumoniae,penicillin
Luxembourg,N_2013,44.0,Streptococcus pneumoniae,penicillin
