Country,Value,Metric,Year,Organism,Drug
Hungary,18.7,%R,2013,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,8.1,%R,2013,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Croatia,18.4,%R,2013,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Greece,39.1,%R,2013,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,8.3,%R,2013,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Poland,14.4,%R,2013,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,36.1,%R,2013,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Estonia,40.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Iceland,11.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Norway,257.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Cyprus,42.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Denmark,388.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Sweden,436.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Netherlands,542.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Luxembourg,41.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,627.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Belgium,297.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Finland,306.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Ireland,178.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Austria,638.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovenia,112.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Germany,643.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Portugal,1064.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
France,1784.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Malta,38.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Spain,873.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Latvia,18.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Czech Republic,446.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Italy,746.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Hungary,746.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,31.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Croatia,232.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Greece,679.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,48.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Poland,187.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,268.0,N,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Estonia,0.0,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Iceland,0.0,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Norway,1.6,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Cyprus,14.3,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Denmark,1.5,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Sweden,1.6,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Netherlands,2.8,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Luxembourg,4.9,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,1.6,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Belgium,8.4,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Finland,3.9,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Ireland,5.6,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Austria,7.1,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovenia,18.8,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Germany,8.9,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Portugal,20.6,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
France,13.2,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Malta,7.9,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Spain,12.4,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Latvia,11.1,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Czech Republic,20.2,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Italy,22.9,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Hungary,21.7,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,25.8,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Croatia,31.5,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Greece,36.1,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,29.2,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Poland,26.7,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,37.3,%R,2014,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Estonia,15.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Iceland,12.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Norway,230.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Cyprus,43.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Denmark,441.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Sweden,386.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Netherlands,502.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Luxembourg,28.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,501.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Belgium,260.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Finland,341.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Ireland,195.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Austria,680.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovenia,141.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Germany,941.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Portugal,1186.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
France,1940.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Malta,25.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Spain,874.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Latvia,13.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Czech Republic,464.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Italy,1082.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Hungary,770.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,41.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Croatia,257.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Greece,666.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,55.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Poland,260.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,270.0,N,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Estonia,0.0,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Iceland,0.0,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Norway,1.3,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Cyprus,2.3,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Denmark,2.3,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Sweden,2.6,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Netherlands,2.8,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Luxembourg,3.6,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,3.8,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Belgium,4.6,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Finland,4.7,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Ireland,5.1,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Austria,6.8,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovenia,7.1,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Germany,8.2,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Portugal,11.8,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
France,12.0,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Malta,12.0,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Spain,14.2,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Latvia,15.4,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Czech Republic,19.0,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Italy,20.0,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Hungary,20.9,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,24.4,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Croatia,28.0,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Greece,28.4,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,29.1,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Poland,29.6,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,40.7,%R,2015,Pseudomonas aeruginosa,"three or more antimicrobial groups among piperacillin+tazobactam, ceftazidime, fluoroquinolones, aminoglycosides and carbapenems"
Iceland,58.0,N,2012,Staphylococcus aureus,meticillin
Sweden,3263.0,N,2012,Staphylococcus aureus,meticillin
Norway,1430.0,N,2012,Staphylococcus aureus,meticillin
Netherlands,1944.0,N,2012,Staphylococcus aureus,meticillin
Denmark,1431.0,N,2012,Staphylococcus aureus,meticillin
Finland,1409.0,N,2012,Staphylococcus aureus,meticillin
Estonia,104.0,N,2012,Staphylococcus aureus,meticillin
Latvia,211.0,N,2012,Staphylococcus aureus,meticillin
Austria,2164.0,N,2012,Staphylococcus aureus,meticillin
Lithuania,323.0,N,2012,Staphylococcus aureus,meticillin
Luxembourg,131.0,N,2012,Staphylococcus aureus,meticillin
Slovenia,445.0,N,2012,Staphylococcus aureus,meticillin
United Kingdom,2676.0,N,2012,Staphylococcus aureus,meticillin
Germany,2563.0,N,2012,Staphylococcus aureus,meticillin
Belgium,1568.0,N,2012,Staphylococcus aureus,meticillin
Bulgaria,227.0,N,2012,Staphylococcus aureus,meticillin
Czech Republic,1611.0,N,2012,Staphylococcus aureus,meticillin
France,5228.0,N,2012,Staphylococcus aureus,meticillin
Poland,783.0,N,2012,Staphylococcus aureus,meticillin
Ireland,1038.0,N,2012,Staphylococcus aureus,meticillin
Croatia,403.0,N,2012,Staphylococcus aureus,meticillin
Hungary,1143.0,N,2012,Staphylococcus aureus,meticillin
Spain,1899.0,N,2012,Staphylococcus aureus,meticillin
Slovakia,474.0,N,2012,Staphylococcus aureus,meticillin
Italy,1636.0,N,2012,Staphylococcus aureus,meticillin
Greece,876.0,N,2012,Staphylococcus aureus,meticillin
Cyprus,165.0,N,2012,Staphylococcus aureus,meticillin
Portugal,1455.0,N,2012,Staphylococcus aureus,meticillin
Malta,102.0,N,2012,Staphylococcus aureus,meticillin
Iceland,1.7,%R,2012,Staphylococcus aureus,meticillin
Sweden,0.7,%R,2012,Staphylococcus aureus,meticillin
Norway,1.3,%R,2012,Staphylococcus aureus,meticillin
Netherlands,1.3,%R,2012,Staphylococcus aureus,meticillin
Denmark,1.3,%R,2012,Staphylococcus aureus,meticillin
Finland,2.1,%R,2012,Staphylococcus aureus,meticillin
Estonia,7.7,%R,2012,Staphylococcus aureus,meticillin
Latvia,9.0,%R,2012,Staphylococcus aureus,meticillin
Austria,7.7,%R,2012,Staphylococcus aureus,meticillin
Lithuania,10.2,%R,2012,Staphylococcus aureus,meticillin
Luxembourg,15.3,%R,2012,Staphylococcus aureus,meticillin
Slovenia,10.3,%R,2012,Staphylococcus aureus,meticillin
United Kingdom,14.0,%R,2012,Staphylococcus aureus,meticillin
Germany,15.4,%R,2012,Staphylococcus aureus,meticillin
Belgium,16.6,%R,2012,Staphylococcus aureus,meticillin
Bulgaria,19.8,%R,2012,Staphylococcus aureus,meticillin
Czech Republic,13.0,%R,2012,Staphylococcus aureus,meticillin
France,19.2,%R,2012,Staphylococcus aureus,meticillin
Poland,25.4,%R,2012,Staphylococcus aureus,meticillin
Ireland,22.6,%R,2012,Staphylococcus aureus,meticillin
Croatia,21.3,%R,2012,Staphylococcus aureus,meticillin
Hungary,24.8,%R,2012,Staphylococcus aureus,meticillin
Spain,24.2,%R,2012,Staphylococcus aureus,meticillin
Slovakia,21.7,%R,2012,Staphylococcus aureus,meticillin
Italy,35.2,%R,2012,Staphylococcus aureus,meticillin
Greece,41.0,%R,2012,Staphylococcus aureus,meticillin
Cyprus,35.2,%R,2012,Staphylococcus aureus,meticillin
Portugal,53.8,%R,2012,Staphylococcus aureus,meticillin
Malta,47.1,%R,2012,Staphylococcus aureus,meticillin
Iceland,69.0,N,2013,Staphylococcus aureus,meticillin
Sweden,4099.0,N,2013,Staphylococcus aureus,meticillin
Norway,1473.0,N,2013,Staphylococcus aureus,meticillin
Netherlands,2062.0,N,2013,Staphylococcus aureus,meticillin
Denmark,1685.0,N,2013,Staphylococcus aureus,meticillin
Finland,1580.0,N,2013,Staphylococcus aureus,meticillin
Estonia,170.0,N,2013,Staphylococcus aureus,meticillin
Latvia,172.0,N,2013,Staphylococcus aureus,meticillin
Austria,2534.0,N,2013,Staphylococcus aureus,meticillin
Lithuania,267.0,N,2013,Staphylococcus aureus,meticillin
Luxembourg,135.0,N,2013,Staphylococcus aureus,meticillin
Slovenia,465.0,N,2013,Staphylococcus aureus,meticillin
United Kingdom,2117.0,N,2013,Staphylococcus aureus,meticillin
Germany,3128.0,N,2013,Staphylococcus aureus,meticillin
Belgium,1612.0,N,2013,Staphylococcus aureus,meticillin
Bulgaria,214.0,N,2013,Staphylococcus aureus,meticillin
Czech Republic,1707.0,N,2013,Staphylococcus aureus,meticillin
France,5431.0,N,2013,Staphylococcus aureus,meticillin
Poland,743.0,N,2013,Staphylococcus aureus,meticillin
Ireland,1069.0,N,2013,Staphylococcus aureus,meticillin
Croatia,520.0,N,2013,Staphylococcus aureus,meticillin
Hungary,1200.0,N,2013,Staphylococcus aureus,meticillin
Spain,1777.0,N,2013,Staphylococcus aureus,meticillin
Slovakia,552.0,N,2013,Staphylococcus aureus,meticillin
Italy,2394.0,N,2013,Staphylococcus aureus,meticillin
Greece,757.0,N,2013,Staphylococcus aureus,meticillin
Cyprus,157.0,N,2013,Staphylococcus aureus,meticillin
Portugal,2390.0,N,2013,Staphylococcus aureus,meticillin
Malta,114.0,N,2013,Staphylococcus aureus,meticillin
Iceland,0.0,%R,2013,Staphylococcus aureus,meticillin
Sweden,1.0,%R,2013,Staphylococcus aureus,meticillin
Norway,0.7,%R,2013,Staphylococcus aureus,meticillin
Netherlands,1.2,%R,2013,Staphylococcus aureus,meticillin
Denmark,1.7,%R,2013,Staphylococcus aureus,meticillin
Finland,1.8,%R,2013,Staphylococcus aureus,meticillin
Estonia,3.5,%R,2013,Staphylococcus aureus,meticillin
Latvia,7.0,%R,2013,Staphylococcus aureus,meticillin
Austria,9.2,%R,2013,Staphylococcus aureus,meticillin
Lithuania,9.7,%R,2013,Staphylococcus aureus,meticillin
Luxembourg,8.9,%R,2013,Staphylococcus aureus,meticillin
Slovenia,9.0,%R,2013,Staphylococcus aureus,meticillin
United Kingdom,13.7,%R,2013,Staphylococcus aureus,meticillin
Germany,12.8,%R,2013,Staphylococcus aureus,meticillin
Belgium,16.9,%R,2013,Staphylococcus aureus,meticillin
Bulgaria,19.2,%R,2013,Staphylococcus aureus,meticillin
Czech Republic,13.2,%R,2013,Staphylococcus aureus,meticillin
France,17.1,%R,2013,Staphylococcus aureus,meticillin
Poland,16.0,%R,2013,Staphylococcus aureus,meticillin
Ireland,19.9,%R,2013,Staphylococcus aureus,meticillin
Croatia,24.0,%R,2013,Staphylococcus aureus,meticillin
Hungary,24.0,%R,2013,Staphylococcus aureus,meticillin
Spain,22.6,%R,2013,Staphylococcus aureus,meticillin
Slovakia,26.6,%R,2013,Staphylococcus aureus,meticillin
Italy,35.8,%R,2013,Staphylococcus aureus,meticillin
Greece,40.3,%R,2013,Staphylococcus aureus,meticillin
Cyprus,32.5,%R,2013,Staphylococcus aureus,meticillin
Portugal,46.8,%R,2013,Staphylococcus aureus,meticillin
